composition,is metal?
CdP4,FALSE
CdP4PbO12,FALSE
CdPd,TRUE
CdPt,TRUE
CdRhF6,TRUE
CdS,FALSE
CdSb,FALSE
CdSb2Se3Br2,FALSE
CdSb4MoO10,FALSE
CdSe,FALSE
CdSiAs2,FALSE
CdSiP2,FALSE
CdSnAs2,FALSE
CdSnO3,FALSE
CdSnP2,FALSE
CdTe,FALSE
CdTeO3,FALSE
Ce(AlZn)2,TRUE
Ce(BC)2,TRUE
Ce(CoAs)2,TRUE
Ce(CoB)4,TRUE
Ce(CuSb)2,TRUE
Ce(HO)3,TRUE
Ce(InS2)3,FALSE
Ce(MnGe)2,TRUE
Ce(MnSi)2,TRUE
Ce(PPt2)2,TRUE
Ce(SiAu)2,TRUE
Ce(SiNi)2,TRUE
Ce(SiPd)2,TRUE
Ce1.3Lu0.7S3,FALSE
Ce10Se14O,FALSE
Ce15B8N25,FALSE
Ce1Mn0.5Se1O1,FALSE
Ce2(SbPd3)3,TRUE
Ce2(SnSe3)3,FALSE
Ce2Al2Co15,TRUE
Ce2Co5B2,TRUE
Ce2CrN3,TRUE
Ce2Cu(NO)2,TRUE
Ce2Fe(SeO)2,FALSE
Ce2Fe17,TRUE
Ce2Ge2Se7,FALSE
Ce2GeSe5,FALSE
Ce2S2O,TRUE
Ce2S3,FALSE
Ce2Sb,TRUE
Ce2Se3,FALSE
Ce2SiSeO4,TRUE
Ce2Te3,FALSE
Ce2Ti2O7,TRUE
Ce2ZnNi2,TRUE
Ce3(Al3Ru)4,TRUE
Ce3Al,TRUE
Ce3AlC,TRUE
Ce3B2(ClO2)3,TRUE
Ce3In3Ru2,TRUE
Ce3LuSe6,FALSE
Ce3MnAlS7,TRUE
Ce3MoO7,FALSE
Ce3NbS3O4,TRUE
Ce3Pd5,TRUE
Ce3SiPt5,TRUE
Ce3Ta(ClO2)3,TRUE
Ce3TaO7,TRUE
Ce4(GeS4)3,FALSE
Ce4Bi3,TRUE
Ce4FeSe6O,TRUE
Ce4InSbSe9,FALSE
Ce4Si3Rh4,TRUE
Ce4Te7,FALSE
Ce5(SiN3)3,TRUE
Ce5CuSe8,TRUE
Ce5Ge3,TRUE
Ce5Si3,TRUE
Ce6B2(CBr)3,TRUE
Ce8Sb2S15,FALSE
Ce8U2O21,TRUE
Ce9SmO20,TRUE
CeAgSn,TRUE
CeAl2Pd5,TRUE
CeAl2Pt3,TRUE
CeAl3Ni2,TRUE
CeAlO3,TRUE
CeAlSi2,TRUE
CeAsPd,TRUE
CeAsSe,TRUE
CeB2Ir3,TRUE
CeBC,TRUE
CeBiW2O9,FALSE
CeCd2Ag,TRUE
CeCdAu2,TRUE
CeCoGeH,TRUE
CeF3,FALSE
CeGaO3,TRUE
CeHSe,TRUE
CeHg,TRUE
CeInIr,TRUE
CeIr5,TRUE
CeLu3,TRUE
CeMg2Ag,TRUE
CeMgAg2,TRUE
CeMgNi4,TRUE
CeMgPt,TRUE
CeMgZn2,TRUE
CeMoO4F,FALSE
CeN,FALSE
CeNbO4,TRUE
CeO2,FALSE
CeOs2,TRUE
CePd5,TRUE
CePrO2,TRUE
CeRh,TRUE
CeSI,TRUE
CeSbO3,TRUE
CeScO3,FALSE
CeSi2Ni,TRUE
CeSi2Pt,TRUE
CeSiI,TRUE
CeSiIr,TRUE
CeSiOs,TRUE
CeTaN2O,FALSE
CeTl2P2S7,FALSE
CeTl3,TRUE
CeTlZn,TRUE
CeZnPO,TRUE
Co(PO3)4,TRUE
Co(WO4)2,TRUE
Co1Te1.88,FALSE
Co2B4Mo,TRUE
Co2Ge,TRUE
Co2O3,TRUE
Co2Te3O8,FALSE
Co3H,TRUE
Co3Se4,TRUE
Co3W,TRUE
Co5Ge7,TRUE
Co5RuO8,TRUE
Co7Mo6,TRUE
Co7Re17O48,TRUE
CoAs3,FALSE
CoAsRh,TRUE
CoAsS,FALSE
CoAsSe,FALSE
CoCu2Sn,TRUE
CoGe,TRUE
CoH2(SN)4,TRUE
CoMoP2,TRUE
CoN,TRUE
CoOF,TRUE
CoP2,FALSE
CoP3,FALSE
CoPS,FALSE
CoPbO3,TRUE
CoSb2,FALSE
CoSb3,FALSE
CoSbS,FALSE
Cr(FeSe2)2,TRUE
Cr(MoS2)2,TRUE
Cr10Sb3Te7,TRUE
Cr2CuS4,TRUE
Cr2CuTe4,TRUE
Cr2GeC,TRUE
Cr2HO4,TRUE
Cr2HgSe4,TRUE
Cr2NiS4,TRUE
Cr2O3,FALSE
Cr2P3O11,TRUE
Cr2S3,FALSE
Cr2SbTe,TRUE
Cr3N2,TRUE
Cr3Ni(PO4)6,TRUE
Cr3P,TRUE
Cr3Se4,FALSE
Cr4As3,TRUE
Cr4Cu3Te8,TRUE
Cr7C3,TRUE
CrAs,TRUE
CrB2(PbO2)6,FALSE
CrBi2I2O11,FALSE
CrCo2Bi,TRUE
CrCoGe,TRUE
CrCoPt2,TRUE
CrCu2Si,TRUE
CrFe2Sb,TRUE
CrFeP,TRUE
CrH9(CN2)3,TRUE
CrIrO4,TRUE
CrIrO6,TRUE
CrNi3,TRUE
CrNiAs,TRUE
CrNiP2O9,TRUE
CrO2,FALSE
CrO3,FALSE
CrPbO4,FALSE
CrSb2,FALSE
CrSi2,FALSE
CrTe2,FALSE
Cs(AsRu)2,TRUE
Cs(MoO3)3,TRUE
Cs0.4K0.6P1Se6,FALSE
Cs1.13Cd1.13Bi2.87Se6,FALSE
Cs1.43Cd1.43Bi2.57S6,FALSE
Cs10Cd4Sn4S17,FALSE
Cs2AgBiBr6,FALSE
Cs2AgBiCl6,FALSE
Cs2Al2B2O7,FALSE
Cs2Ba3(P2O7)2,FALSE
Cs2Cd(PSe3)2,FALSE
Cs2Cd0.25Hg5.75S7,FALSE
Cs2Cd1.35Hg4.65S7,FALSE
Cs2Cd2Bi2S5,FALSE
Cs2Cd3(B4O7)4,FALSE
Cs2Cd3Te4,FALSE
Cs2CrCl4,TRUE
Cs2Cu(PS3)3,FALSE
Cs2Cu2Sb2S5,FALSE
Cs2DyCu3Te4,FALSE
Cs2Ga2S5,FALSE
Cs2Ga2Se5,FALSE
Cs2Hg(ICl)2,FALSE
Cs2Hg3I8,FALSE
Cs2Hg3S4,FALSE
Cs2Hg6S7,FALSE
Cs2La1.19Bi8.81S16,FALSE
Cs2Li3(BO2)5,FALSE
Cs2MgGe3Se8,FALSE
Cs2MgSn3Se8,FALSE
Cs2Mo15S19,TRUE
Cs2NaCoF6,TRUE
Cs2NaMgF6,TRUE
Cs2NaMnF6,TRUE
Cs2NbCuSe4,FALSE
Cs2P2PdSe6,FALSE
Cs2PdSe8,FALSE
Cs2Pt(IO3)6,FALSE
Cs2SCl6F,TRUE
Cs2Sb,FALSE
Cs2SeClF6,TRUE
Cs2SiB4O9,FALSE
Cs2Sn(PSe3)2,FALSE
Cs2Sn3(SbS5)2,FALSE
Cs2Te,FALSE
Cs2TeBr6,FALSE
Cs2TeI6,FALSE
Cs2Th(PS3)3,FALSE
Cs2Ti(AgS2)2,FALSE
Cs2VAgS4,FALSE
Cs2Zn3(SeO3)4,FALSE
Cs2ZnGe3S8,FALSE
Cs2ZnGe3Se8,FALSE
Cs2ZnGe3Te8,FALSE
Cs2ZnSn3Se8,FALSE
Cs39Ga53(Se16Cl)6,FALSE
Cs3As,FALSE
Cs3Bi,FALSE
Cs3Bi2Br9,FALSE
Cs3Bi2I9,FALSE
Cs3Li4(BO2)7,FALSE
Cs3NaZn2Ge21,FALSE
Cs3Nb2AsSe11,FALSE
Cs3Nb9(TeO8)4,FALSE
Cs3PW3O13,FALSE
Cs3Sb,FALSE
Cs3Sb2Br9,FALSE
Cs3Sb2I9,FALSE
Cs3Sn3Cl7F2,FALSE
Cs3V2Cl9,TRUE
Cs4Ag9(SbS3)4,FALSE
Cs4BiAs3Se7,FALSE
Cs4Cu3Bi9S17,FALSE
Cs4Ga4Si19,FALSE
Cs4Ge(PSe3)4,FALSE
Cs4Ge5(PbS4)4,FALSE
Cs4In8GeSe16,FALSE
Cs4Zr3S14,FALSE
Cs5Bi(PSe3)4,FALSE
Cs5Mo21Se23,TRUE
Cs5P5Se12,FALSE
Cs6.4Na1.6Ga8Ge38,FALSE
CsAg2AsS3,FALSE
CsAg2TeS6,FALSE
CsAg5Te3,FALSE
CsAgCl3,TRUE
CsAgSb4S7,FALSE
CsAsSe2,FALSE
CsAu,FALSE
CsB3O5,FALSE
CsBi2,FALSE
CsBi3Se5,FALSE
CsBiS2,FALSE
CsBiSe2,FALSE
CsBr,FALSE
CsCaBO3,FALSE
CsCaO3,TRUE
CsCd4Ga5S12,FALSE
CsCd4Ga5Se12,FALSE
CsCd4Ga5Te12,FALSE
CsCd4In5Se12,FALSE
CsCd4In5Te12,FALSE
CsCdBO3,FALSE
CsCdInSe3,FALSE
CsCeCdSe3,FALSE
CsCeHgSe3,FALSE
CsCl,FALSE
CsCu(SbS2)2,FALSE
CsCu2AsS3,FALSE
CsCu2SbS3,FALSE
CsDy9(Cd2Se9)2,FALSE
CsEr9(Cd2Se9)2,FALSE
CsErZnSe3,FALSE
CsEuF3,TRUE
CsF,FALSE
CsGa(SnSe3)2,FALSE
CsGa7,TRUE
CsGaS3,FALSE
CsGaSnSe4,FALSE
CsGdO3,TRUE
CsGdZnTe3,FALSE
CsGe5BO12,FALSE
CsGeB3O7,FALSE
CsGeI3,FALSE
CsH3(SeO3)2,FALSE
CsHo9(Cd2Se9)2,FALSE
CsI,FALSE
CsIn(SnSe3)2,FALSE
CsInGeS4,FALSE
CsInGeSe4,FALSE
CsInHgS3,FALSE
CsInI3,TRUE
CsInS2,FALSE
CsInSe2,FALSE
CsInSnS4,FALSE
CsInTe2,FALSE
CsInTe3O8,FALSE
CsIr,TRUE
CsIrO3,TRUE
CsK(PSe4)2,FALSE
CsK2Sb,FALSE
CsLaHgSe3,FALSE
CsLi(B3O5)2,FALSE
CsLiCO3,FALSE
CsLu7S11,FALSE
CsLu7Se11,FALSE
CsLuCoS3,FALSE
CsMg149,TRUE
CsMn4Ga5Te12,FALSE
CsMn4In5Se12,FALSE
CsMn4In5Te12,FALSE
CsMnSb,TRUE
CsNa2Sb,FALSE
CsNa8(B7O12)3,FALSE
CsNb6I11,TRUE
CsNbSe2O7,FALSE
CsNi2F6,TRUE
CsPPbO4,FALSE
CsPSe4,FALSE
CsPSe6,FALSE
CsRb(PSe4)2,FALSE
CsRb2Sb,FALSE
CsRbP,TRUE
CsSb,FALSE
CsSb(SO4)2,FALSE
CsSbS2,FALSE
CsSbSe2,FALSE
CsSbTe2,FALSE
CsSc(SeO3)2,FALSE
CsScBr3,TRUE
CsSmCdSe3,FALSE
CsSmHgSe3,FALSE
CsSmZnSe3,FALSE
CsSn3,TRUE
CsTa3(SeO6)2,FALSE
CsTaPSe6,FALSE
CsTb9(Cd2Se9)2,FALSE
CsTbZnTe3,FALSE
CsTiCl3,TRUE
CsTiF4,TRUE
CsTm9(Cd2Se9)2,FALSE
CsUCuS3,TRUE
CsVP2S7,TRUE
CsWCl6,TRUE
CsYCdSe3,FALSE
CsYHgSe3,FALSE
CsYTe3O8,FALSE
CsYZnSe3,FALSE
CsYbCoSe3,FALSE
CsYbMnSe3,FALSE
CsYbZnSe3,FALSE
CsZn2B3O7,FALSE
CsZn4In5Se12,FALSE
CsZn4In5Te12,FALSE
CsZrPSe6,FALSE
Cu(IrS2)2,TRUE
Cu(NO3)2,TRUE
Cu0.5Ge1Pb1.75S4,FALSE
Cu0.96Bi2Se3I1,FALSE
Cu1.8S1,FALSE
Cu10Sb3,TRUE
Cu11Sb4S13,TRUE
Cu15Si4,TRUE
Cu18S11,TRUE
Cu23(Sb4S13)2,TRUE
Cu25Se26,TRUE
Cu2GeS3,FALSE
Cu2GeSe3,FALSE
Cu2H3ClO3,TRUE
Cu2Hg2SF6,TRUE
Cu2HgGeSe4,TRUE
Cu2O,FALSE
Cu2OF2,TRUE
Cu2PHO5,TRUE
Cu2Sb,TRUE
Cu2Se,FALSE
Cu2SnSe3,FALSE
Cu2Te,FALSE
Cu2Te3O8,FALSE
Cu2WSe4,FALSE
Cu3(BiI4)4,TRUE
Cu3(P2O7)2,TRUE
Cu3AsS4,FALSE
Cu3AsSe4,FALSE
Cu3Bi6S10I,FALSE
Cu3Hg2(Te3O8)2,FALSE
Cu3Pd,TRUE
Cu3SbS4,FALSE
Cu3SbSe4,FALSE
Cu3Se2(ClO3)2,TRUE
Cu4As2O9,TRUE
Cu4H10SO12,TRUE
Cu4Pd,TRUE
Cu4Sn7S16,FALSE
Cu4W(SCl)4,TRUE
Cu5(Si2O7)2,TRUE
Cu6PbO8,TRUE
Cu7Hg6,TRUE
Cu8O,TRUE
Cu9O13,TRUE
Cu9S5,TRUE
Cu9Se4(Cl3O7)2,TRUE
CuBS2,FALSE
CuBi(PSe3)2,FALSE
CuBiPbS3,FALSE
CuBiPbSe3,FALSE
CuBiSO,FALSE
CuBiSeO,FALSE
CuBr,FALSE
CuCN2,TRUE
CuCl,FALSE
CuClO2,TRUE
CuF,TRUE
CuHg(SeO3)2,FALSE
CuI,FALSE
CuMoO4,TRUE
CuN3,FALSE
CuNi(CN)4,FALSE
CuP2,FALSE
CuP2(HO3)2,TRUE
CuPO4F,TRUE
CuPS3,FALSE
CuPd,TRUE
CuPtO2,TRUE
CuSbPbS3,FALSE
CuSbS2,FALSE
CuSbSe2,FALSE
CuSeO3,TRUE
Dy(Al2Cu)4,TRUE
Dy(CoGe)2,TRUE
Dy(CuSe)3,FALSE
Dy(CuSi)2,TRUE
Dy(CuTe)3,FALSE
Dy(GeRu)2,TRUE
Dy(InS2)3,FALSE
Dy12C6I17,TRUE
Dy12Co7,TRUE
Dy1Te1.4,FALSE
Dy1Te1.45,FALSE
Dy1Te1.7,FALSE
Dy2(GePt3)3,TRUE
Dy2(MoO4)3,FALSE
Dy2AlCo2,TRUE
Dy2C,TRUE
Dy2CdPd2,TRUE
Dy2CuOs,TRUE
Dy2MgIn,TRUE
Dy2MgTl,TRUE
Dy2Ni12P7,TRUE
Dy2O3,FALSE
Dy2S3,FALSE
Dy2Sn5,TRUE
Dy2Te3,FALSE
Dy2Ti3Si4,TRUE
Dy2TlCd,TRUE
Dy2ZnIn,TRUE
Dy3(CuGe)4,TRUE
Dy3Al0.5Si1S7,FALSE
Dy3Ga,TRUE
Dy3GaS6,FALSE
Dy3InC,TRUE
Dy3MnB7,TRUE
Dy4CdRh,TRUE
Dy4GaSbS9,FALSE
Dy4Sb3,TRUE
Dy4Te3S4,FALSE
Dy5Pb3,TRUE
Dy5Sn3,TRUE
Dy6FeTe2,TRUE
Dy7In(CoGe3)4,TRUE
DyAg,TRUE
DyAgGe,TRUE
DyAgHg2,TRUE
DyAs,FALSE
DyB2Rh2C,TRUE
DyB6,FALSE
DyBPd3,TRUE
DyBiPd,TRUE
DyBiPt,TRUE
DyCd2,TRUE
DyCoSi2,TRUE
DyFeSi,TRUE
DyGe,TRUE
DyInAu,TRUE
DyInCu2,TRUE
DyInPt2,TRUE
DyIr2,TRUE
DyMn2,TRUE
DyN,FALSE
DyNiGe2,TRUE
DyNiSn,TRUE
DyPO4,FALSE
DyRh,TRUE
DyS2,TRUE
DySiIr,TRUE
DySn3,TRUE
DySnRu2,TRUE
DyYAg2,TRUE
DyZnGa,TRUE
DyZnRh2,TRUE
DyZrRu2,TRUE
DyZrSb,TRUE
Er(Al10Cr)2,TRUE
Er(CrSi)2,TRUE
Er(CuGe)2,TRUE
Er(CuTe)3,FALSE
Er(InS2)3,FALSE
Er(ReO4)2,TRUE
Er(SiPd)2,TRUE
Er2(Ga3Co)3,TRUE
Er2(MoO4)3,FALSE
Er2C3,TRUE
Er2Fe14B,TRUE
Er2Mg3Ru,TRUE
Er2MnC4,TRUE
Er2O3,FALSE
Er2Se3,FALSE
Er2SnAu2,TRUE
Er2Te3,FALSE
Er3Al3NiGe2,TRUE
Er3SnC,TRUE
Er3Te4,FALSE
Er4NiB13,TRUE
Er5Bi3,TRUE
Er5NiPb3,TRUE
Er5Si3,TRUE
Er6MnBi2,TRUE
ErAgSn,TRUE
ErAl9(Fe2Si3)2,TRUE
ErAlGe,TRUE
ErB2Ir3,TRUE
ErB2Ru3,TRUE
ErB6,FALSE
ErBPd3,TRUE
ErBiW2O9,FALSE
ErCu,TRUE
ErCuPb,TRUE
ErFeC2,TRUE
ErHg2,TRUE
ErLu3,TRUE
ErMg2,TRUE
ErN,FALSE
ErNi4Au,TRUE
ErNi4B,TRUE
ErNiSn,TRUE
ErPbAu,TRUE
ErRu3,TRUE
ErSe2,FALSE
ErSiPd,TRUE
ErSnAu,TRUE
ErTe,FALSE
ErTlPd,TRUE
ErZn12,TRUE
Eu(AlAu)2,TRUE
Eu(AsPd)2,TRUE
Eu(BiSe2)2,FALSE
Eu(BiTe2)2,FALSE
Eu(CdSb)2,TRUE
Eu(ClO4)3,TRUE
Eu(DySe2)2,FALSE
Eu(ErSe2)2,FALSE
Eu(FeSi)2,TRUE
Eu(GaS2)2,FALSE
Eu(GaSe2)2,FALSE
Eu(GaTe2)2,FALSE
Eu(HoSe2)2,FALSE
Eu(InAs)2,TRUE
Eu(InS2)2,FALSE
Eu(InSe2)2,FALSE
Eu(InTe2)2,FALSE
Eu(LuSe2)2,FALSE
Eu(MgBi)2,TRUE
Eu(MnGe)2,TRUE
Eu(Ni2B)6,TRUE
Eu(NiAs)2,TRUE
Eu(POs)2,TRUE
Eu(SbS2)2,FALSE
Eu(SbSe2)2,FALSE
Eu(TmSe2)2,FALSE
Eu(ZnGe)2,TRUE
Eu(ZnSi)2,TRUE
Eu1.75Ag0.5Ge1S4,FALSE
Eu1.83Ta15O32,FALSE
Eu2(Ga3Rh)3,TRUE
Eu2C(NO)2,TRUE
Eu2CuO4,TRUE
Eu2Ga2GeS7,FALSE
Eu2Ge(BO4)2,TRUE
Eu2O3,FALSE
Eu2PBr,TRUE
Eu2ReO5,TRUE
Eu2Se3,FALSE
Eu2SnSe5,FALSE
Eu2TeO2,TRUE
Eu3(InP2)2,FALSE
Eu3As2,FALSE
Eu3BWO9,TRUE
Eu3Bi4S9,FALSE
Eu3P2,FALSE
Eu3S4,FALSE
Eu3Sb4S9,FALSE
Eu3Sb4Se9,FALSE
Eu3Se4,FALSE
Eu3Sn,TRUE
Eu4Te7,FALSE
Eu7(Ga3Sb4)2,FALSE
EuAgSb,TRUE
EuAl2O4,FALSE
EuAlO3,TRUE
EuB(SbO4)2,FALSE
EuBi3,TRUE
EuBiW2O9,FALSE
EuCd11,TRUE
EuClO,TRUE
EuCo8P5,TRUE
EuCu2SnS4,FALSE
EuCu9Sn4,TRUE
EuCuSeF,TRUE
EuCuSeO,TRUE
EuF3,TRUE
EuGe3Pt,TRUE
EuH2,FALSE
EuIn2(GeIr)4,FALSE
EuN,FALSE
EuNiGe3,TRUE
EuO,FALSE
EuPPt,TRUE
EuPd,TRUE
EuRhO3,TRUE
EuS,FALSE
EuSb4S7,FALSE
EuSb4Te7,FALSE
EuSbO3,TRUE
EuScO3,TRUE
EuSe,FALSE
EuSeClO3,TRUE
EuSn3,TRUE
EuSnAu2,TRUE
EuSnO3,TRUE
EuSnTe2,FALSE
EuTe,FALSE
EuTiClO3,TRUE
EuTiO3,TRUE
EuTl,TRUE
EuVO4,FALSE
EuZn,TRUE
Fe(PdSe)2,TRUE
Fe10O9F11,TRUE
Fe12As5,TRUE
Fe2B(PO4)3,FALSE
Fe2Cu(PO4)3,TRUE
Fe2O2F3,TRUE
Fe2O3,FALSE
Fe2S,TRUE
Fe2Te3,FALSE
Fe3B,TRUE
Fe3N,TRUE
Fe3Si,TRUE
Fe4H15(IO8)3,FALSE
Fe4O7F,TRUE
Fe4Si2Sn7O16,TRUE
Fe6O7F5,TRUE
Fe6W6C,TRUE
Fe9Co7,TRUE
FeAg3(CN)6,TRUE
FeAgSe2,FALSE
FeAgTe2,FALSE
FeAs2O7,TRUE
FeAsS,FALSE
FeAsSe,FALSE
FeBi(SeO3)3,FALSE
FeBi25O39,FALSE
FeCo2Si,TRUE
FeCoAs,TRUE
FeCuS2,FALSE
FeCuSe2,FALSE
FeCuTe2,FALSE
FeI2,FALSE
FeOF,TRUE
FeP,TRUE
FeP4,FALSE
FePS,FALSE
FePd3,TRUE
FeRhO3,TRUE
FeSi2,FALSE
FeSn,TRUE
Ga1As0.1P0.9,FALSE
Ga0.001Te1Pb0.999,FALSE
Ga0.005Te1Pb0.995,FALSE
Ga0.01Te1Pb0.99,FALSE
Ga0.04Te1Pb0.96,FALSE
Ga0.07Te1Pb0.93,FALSE
Ga0.95Hg0.05Sb0.95Te0.05,FALSE
Ga0.99Hg0.01Sb0.99Te0.01,FALSE
Ga0.9Hg0.1Sb0.9Te0.1,FALSE
Ga1.001Sb0.999Se0.003,FALSE
Ga1.001Sb0.999Te0.003,FALSE
Ga1.002Sb0.998Se0.006,FALSE
Ga1.002Sb0.998Te0.006,FALSE
Ga1.005Sb0.995Se0.015,FALSE
Ga1.005Sb0.995Te0.015,FALSE
Ga1.01Cu0.99Se2.01,FALSE
Ga1.01Sb0.99Se0.03,FALSE
Ga1.01Sb0.99Te0.03,FALSE
Ga1.02Sb0.98Se0.06,FALSE
Ga1.02Sb0.98Te0.06,FALSE
Ga1.05Sb0.95Se0.15,FALSE
Ga1.05Sb0.95Te0.15,FALSE
Ga1.1Cu0.9Se2.1,FALSE
Ga1.1Sb0.9Se0.3,FALSE
Ga1.1Sb0.9Te0.3,FALSE
Ga1.2Cu0.8Se2.2,FALSE
Ga1.5Cu0.5S2.5,FALSE
Ga1.5Cu0.5Se2.5,FALSE
Ga1.65Cu0.35S2.65,FALSE
Ga1.65Cu0.35Se2.65,FALSE
Ga1.6Cu0.4S2.6,FALSE
Ga1.7Cu0.3S2.7,FALSE
Ga1.85Cu0.15Se2.85,FALSE
Ga1.8Cu0.2S2.8,FALSE
Ga1.8Cu0.2Se2.8,FALSE
Ga1.95Cu0.05S2.95,FALSE
Ga1.95Cu0.05Se2.95,FALSE
Ga1.99Cu0.01Se2.99,FALSE
Ga1.9Cu0.1S2.9,FALSE
Ga1As0.01P0.99,FALSE
Ga1As0.2P0.8,FALSE
Ga1As0.3P0.7,FALSE
Ga1As0.4P0.6,FALSE
Ga1As0.5P0.5,FALSE
Ga1As0.6P0.4,FALSE
Ga1As0.7P0.3,FALSE
Ga1As0.8P0.2,FALSE
Ga1As0.99P0.01,FALSE
Ga1As0.9P0.1,FALSE
Ga1Sb0.01As0.99,FALSE
Ga1Sb0.14As0.86,FALSE
Ga1Sb0.25As0.75,FALSE
Ga1Sb0.35As0.65,FALSE
Ga1Sb0.3As0.7,FALSE
Ga1Sb0.85As0.15,FALSE
Ga1Sb0.8As0.2,FALSE
Ga1Sb0.95As0.05,FALSE
Ga1Sb0.99As0.01,FALSE
Ga2(TeO3)3,FALSE
Ga2Cu1S3.5,FALSE
Ga2CuSe4,FALSE
Ga2GePbSe6,FALSE
Ga2GeTe3,FALSE
Ga2HgS4,FALSE
Ga2HgSe4,FALSE
Ga2NiS4,TRUE
Ga2O3,FALSE
Ga2PbS4,FALSE
Ga2PbSe4,FALSE
Ga2S3,FALSE
Ga2Se2O7,FALSE
Ga2Se3,FALSE
Ga2Si(AgS3)2,FALSE
Ga2SiPbSe6,FALSE
Ga2SnGeS6,FALSE
Ga2Te3,FALSE
Ga3CuSe5,FALSE
Ga3CuTe5,FALSE
Ga3Pt2,TRUE
Ga3SiAg3Se8,FALSE
Ga4Cu2Te7,FALSE
Ga4PbS7,FALSE
Ga4SnS7,FALSE
Ga4SnSe7,FALSE
Ga5Ge(PbS3)4,FALSE
Ga5Ge(PbSe3)4,FALSE
